EventID,snapshot_id,description,permanent_or_temporary,ended_or_ongoing,end_date,date_confidence,significance,valence,life_event_type,work_perf_impact,DupeStatus,ExcludeCode,UpdatedBeginDate,UpdatedBeginDateCode,UpdatedEndDate,UpdatedEndDateCode,alias,cohort,sentiment
1091,12451673362964079094,Gall Bladder issues and surgery,Temporary,Ended,07/05/2018,Moderately high confidence,Moderately high significance,Very Negative,health,,1.0,0,2018-03-01,0,2018-07-05,0,1bda0a378f6bbe9bdf2ca3b6fbb84fdc,G,-1
1092,13049290067401306327,Stopped drinking,Permanent,,,Highest confidence,Highest significance,Extremely Positive,health,Small positive effect,0.0,0,2019-01-01,0,,0,796af0537fa9ad0beb5fbf639a25d95a,G,1
1094,11573572853441409020,Threw out back and couldn't walk,Temporary,Ended,08/27/2018,High confidence,High significance,Very Negative,health,Large negative effect,0.0,0,2018-08-24,0,2018-08-27,0,2e32288a4fd0a4151648167503fc2ccc,G,-1
1095,11192138298778119922,Sick - Stomach Flu,Temporary,Ended,02/01/2019,Moderately high confidence,Moderately low significance,Very Negative,health,Medium negative effect,0.0,0,2019-01-28,0,2019-02-01,0,2d4c20f661a1fcf2dba92d0630a1f5e3,G,-1
1097,9447534080137822985,Injured my back,Temporary,Ended,04/10/2019,Moderate confidence,Moderately high significance,Very Negative,health,Small negative effect,0.0,0,2019-03-30,0,2019-04-10,0,76c247aca712a52f68fb23d7771aa2ec,G,-1
1099,12827701705279351646,Annual exam,Temporary,Ended,11/06/2018,Highest confidence,Moderate significance,Very Positive,health,No effect,0.0,0,2018-11-06,0,2018-11-06,0,9789725f4b8c8f1ee96e92c5f716f9ab,G,1
1100,11001448027740653288,,Permanent,,,Moderate confidence,High significance,Very Negative,health,No effect,0.0,0,2018-05-01,0,,0,e7d7dc69a7d9b141c6937c28c6ded5ee,G,-1
1101,11531184972130402134,Wisdom teeth removed,Temporary,Ended,03/01/2019,High confidence,Moderately low significance,Very Negative,health,Medium negative effect,0.0,0,2019-02-08,0,2019-03-01,0,1b51f6ac94cbc34ccf7b079f18c634e9,G,-1
1102,12978620280214771194,physical injury,Temporary,Ended,05/31/2018,Highest confidence,Moderately high significance,Very Negative,health,Small negative effect,0.0,0,2018-04-06,0,2018-05-31,0,f9969014076897cd187f5fa52287c0aa,G,-1
1103,12051108195006321687,MRSA episode 1,Temporary,Ended,06/30/2018,High confidence,High significance,Somewhat Negative,health,Small negative effect,0.0,0,2018-04-10,0,2018-06-30,0,f6bf1de408b0d591512fedafcb365e0a,G,-1
1104,13323061621464472048,mystery symptoms,Temporary,Ended,06/30/2019,Moderately low confidence,High significance,Very Negative,health,Medium negative effect,0.0,0,2018-03-15,0,2019-04-10,4,c8f39db33408c83de9d8affd9004e533,G,-1
1105,9305642065631027990,Child minor surgery,Permanent,,,High confidence,Low significance,Somewhat Negative,health,No effect,0.0,0,2018-04-03,0,,0,711c78804940188ef4c03ed00e8467dc,G,-1
1106,13681160030538241138,,Temporary,Ongoing,,High confidence,High significance,Somewhat Negative,health,Small negative effect,0.0,0,2019-01-29,0,,0,5ef72f3af5a30e142299e604914c6982,G,-1
1107,12253831341775990699,Kidney infection,Temporary,Ended,08/28/2018,Moderately high confidence,Highest significance,Extremely Negative,health,Large negative effect,0.0,0,2018-06-12,0,2018-08-28,0,f38980414c76b6f5e3462ecaa71eeb18,G,-1
1109,10229773578973373491,Back injury,Permanent,,,Highest confidence,Highest significance,Very Negative,health,Medium negative effect,2.0,0,2018-07-02,0,,0,f73a48d0afe53895935c3a07a1187966,G,-1
1110,12121311828734637660,Physical injury,Temporary,Ended,01/14/2019,Moderately high confidence,Moderate significance,Somewhat Negative,health,Small negative effect,0.0,0,2018-11-19,0,2019-01-14,0,f9aee1e0960bc57e685e366616f2fc9a,G,-1
1111,10276707208389275657,colonoscopy 4 polyps,Permanent,,,Moderate confidence,Moderate significance,Somewhat Negative,health,No effect,0.0,0,2018-03-05,0,,0,50505bed7187b087e3998f933f5883a9,U,-1
1113,11331665029078486669,,Permanent,,,High confidence,High significance,Very Negative,health,No effect,0.0,0,2018-07-18,0,,0,10588877d8fbafc1fe3fcaa9bb0e13da,G,-1
1116,10799191935383703353,,Temporary,Ended,01/28/2018,Moderately low confidence,Moderately high significance,Very Negative,health,Medium negative effect,0.0,0,2018-01-27,0,2018-01-28,0,9150b2e1135d16cb41972a63f2106f6d,U,-1
1117,10890761958120556185,Cardio Challenge,Temporary,Ended,11/28/2018,Moderately high confidence,Moderately high significance,Very Positive,health,Small positive effect,0.0,0,2018-11-01,0,2018-11-28,0,e879906bcdcc66ae8ed18d172a00eeea,U,1
1118,13145333240889291264,Sick,Temporary,Ended,11/20/2018,Moderate confidence,Moderately low significance,Somewhat Negative,health,Small negative effect,0.0,0,2018-11-13,0,2018-11-20,0,a5b65fee04d0764b4fb2e90515db66d3,G,-1
1120,12028363404926976565,Stress fractured shin,Temporary,Ended,12/05/2019,Moderately high confidence,Moderate significance,Somewhat Negative,health,Small negative effect,0.0,0,2018-10-10,5,2018-12-05,5,a712bd5512c8a90e7d58e8df9b5e3d57,G,-1
1122,11012853471523019788,Child was in NICU after being born,Temporary,Ended,08/23/2018,High confidence,High significance,Very Negative,health,Small negative effect,0.0,0,2018-08-16,0,2018-08-23,0,d2b8c19533c3fca876eee18053ec87c2,U,-1
1123,9603022865641844841,,Temporary,Ended,07/30/2018,Moderate confidence,Moderately high significance,Very Negative,health,Small negative effect,0.0,0,2018-06-01,0,2018-07-30,0,f318c3940617c8eb5e922e065253210d,G,-1
1124,13365725616069982555,New Diagnosis,Permanent,,,Moderate confidence,High significance,Neither Positive or Negative,health,No effect,0.0,0,2019-02-14,0,,0,bbcba0f52a8e60ad9d431e55a9c6c360,G,0
1125,11389195168866818649,lower back pain,Temporary,Ongoing,,Moderately low confidence,Moderately low significance,Somewhat Negative,health,No effect,0.0,0,2018-09-13,0,,0,59f13e66c73a52fba21e6fb61f2cdfdb,U,-1
1126,9381952670851740549,Ongoing carpal tunnel issues,Temporary,Ended,01/19/2019,High confidence,Moderately high significance,Somewhat Negative,health,Medium negative effect,0.0,0,2018-08-10,0,2019-01-19,0,4dbd01841a26630790cda0b3e00c1dc2,G,-1
1128,10958499575344033308,Miscarriage,Permanent,,,High confidence,High significance,Very Negative,health,Medium negative effect,0.0,0,2018-12-06,5,,0,60895efcfebbdb4fdf09fbef803f3c97,NDL1,-1
1129,11508198097009047510,broken wrist,Temporary,Ended,04/01/2019,Moderately low confidence,Moderately high significance,Somewhat Negative,health,Small negative effect,0.0,0,2019-01-20,0,2019-04-01,0,6b54848ff05e367a2f80d3e59be33fb2,NDL1,-1
1130,10706790697634317068,Wrist surgery,Temporary,Ended,05/31/2018,Moderately high confidence,Moderately high significance,Very Negative,health,Medium negative effect,0.0,0,2018-03-28,0,2018-05-31,0,3ca3c6abfc775fc2b99f3ad9a6b685d3,NDL2,-1
1131,9288569235052076487,,Temporary,Ongoing,,High confidence,Highest significance,Extremely Negative,health,Medium negative effect,0.0,0,2019-02-19,0,,0,c5c5d2e0eaaa68fb762eda379692d7b4,NDL2,-1
1132,11607631964868437843,pneumonia bout,Temporary,Ended,08/23/2018,High confidence,Moderately low significance,Somewhat Negative,health,Small negative effect,0.0,0,2018-08-11,0,2018-08-23,0,7f175157f7b47535495ffb68268aa453,NDL2,-1
1133,9930530513995404338,injured knee,Temporary,Ended,02/06/2019,Moderately high confidence,Moderately low significance,Somewhat Negative,health,No effect,0.0,0,2019-01-12,0,2019-02-06,0,d8a9f47fd1c7f509341532200aa2bff7,U,-1
1134,12317803403016079907,,Temporary,Ended,05/30/2018,Highest confidence,Highest significance,Very Negative,health,Medium negative effect,0.0,0,2018-05-10,0,2018-05-30,0,84db1dfe12c95a3805f2cbc0da4cd3d9,U,-1
1135,12176081305419747090,weight loss,Unsure,,,Moderate confidence,Moderately high significance,Extremely Positive,health,No effect,0.0,0,2019-02-01,0,,0,06b434f5a27a14d21a136f1d5a076cbb,U,1
1136,10829999891473996985,Neck Surgery,Temporary,Ended,01/20/2019,Highest confidence,Highest significance,Neither Positive or Negative,health,Large positive effect,0.0,0,2018-12-20,5,2019-01-20,0,7ec8476563aea09670b562bf66cf9660,U,0
1137,9253998317006874717,Stillbirth,Permanent,,,Highest confidence,Highest significance,Extremely Negative,health,Large negative effect,0.0,0,2018-07-31,0,,0,b7b27b1ecef14e7262476b524ecab328,U,-1
1138,12178574152370489437,Stopped going to crossfit,Permanent,,,Moderately low confidence,Highest significance,Neither Positive or Negative,health,No effect,0.0,0,2019-03-01,0,,0,14bf0578c8bced86a97dc608e036e35e,U,0
1139,11981140892368820093,Back problems and surgery,Unsure,,,Moderately high confidence,Moderately high significance,Very Negative,health,Small negative effect,0.0,0,2018-02-01,0,,0,c9b695564ad31d4ac31c6681656b0c68,U,-1
1140,12588858511398213579,right hip labral tear,Unsure,,,Moderate confidence,Moderate significance,Somewhat Negative,health,Small negative effect,0.0,0,2019-02-01,0,,0,b2a94e58c301583c5f76c271de59b017,U,-1
1141,12729106406573021545,physical health improve,Permanent,,,High confidence,High significance,Extremely Positive,health,Medium positive effect,0.0,0,2019-01-25,0,,0,140333273546019316335aec454e4d31,U,1
1142,9801127776516604664,,Unsure,,,Lowest confidence,High significance,Extremely Negative,health,Medium negative effect,0.0,0,2018-11-22,0,,0,c723b7556bc8af788c1c856406663e16,U,-1
1143,12969398632737992557,diverticulitises,Temporary,Ended,02/04/2019,Moderately low confidence,Moderately high significance,Somewhat Negative,health,Small negative effect,0.0,0,2019-01-02,0,2019-02-04,0,ce2528bc4817136dca398f32dcef9fae,U,-1
1144,9897582009808093798,Pregnancy related changes,Temporary,Ongoing,,Highest confidence,Highest significance,Neither Positive or Negative,health,Small negative effect,0.0,0,2019-01-24,0,,0,6325fb337ae8dbf291e6e08c644ac8e5,NDL2,0
1145,10023064388552583547,starting menopause,Temporary,Ongoing,,Moderate confidence,Moderately low significance,Somewhat Negative,health,No effect,0.0,0,2019-01-01,0,,0,0273d0e2809d5f2080f1a8c52a3d2975,NDL2,-1
1146,13370808519384713343,Surgery and biopsy #1,Temporary,Ended,08/21/2018,Highest confidence,Moderately high significance,Neither Positive or Negative,health,No effect,0.0,0,2018-08-20,0,2018-08-21,0,a3356622e12ecf64550f4f32c848be38,NDL2,0
1147,13181926699800485707,,Permanent,,,High confidence,High significance,Very Negative,health,Medium negative effect,0.0,0,2019-02-01,0,,0,a6ecf2040155dd84978657c7b9bd51d4,NDL2,-1
1148,13609549683103662755,Minor surgery,Temporary,Ended,02/21/2019,High confidence,Moderate significance,Somewhat Positive,health,Small negative effect,0.0,0,2019-02-11,0,2019-02-21,0,b171fd7c107cfa95c9426e0d820153c0,NDL2,1
1149,9319173084258555363,mcl sprain,Temporary,Ended,12/14/2018,High confidence,Moderately high significance,Somewhat Negative,health,Small negative effect,2.0,0,2018-12-01,0,2018-12-14,0,7340b0eae6fffe8c79ca0cf9b840c184,NDL2,-1
1150,12217909978484959968,,Temporary,Ongoing,,Moderate confidence,Moderate significance,Very Positive,health,Medium positive effect,0.0,0,2019-02-01,0,,0,91d6093b4c8a4edeaf6920b6657c1e74,NDL2,1
1151,10677779089133758133,Started the keto diet,Permanent,,,Highest confidence,High significance,Extremely Positive,health,Medium positive effect,0.0,0,2018-06-04,0,,0,a8654fabf16f0d31c6f5a9cc0a59f169,NDL2,1
1152,12038394501324737049,shoulder physical therapy,Temporary,Ended,02/15/2019,Highest confidence,Moderate significance,Somewhat Negative,health,Small negative effect,0.0,0,2019-01-02,0,2019-02-15,0,11f8c90a440569b856fe3dd352110078,NDL2,-1
1154,9533211368475515709,recovered from surgery,Temporary,Ended,10/01/2018,Moderate confidence,Moderately high significance,Very Negative,health,Small negative effect,2.0,0,2018-04-13,0,2018-10-01,0,da5d9d03fbb862af5126d3c553e95720,NDL2,-1
1156,9511122205939768027,Cluster headaches daily,Temporary,Ended,01/24/2019,Moderately high confidence,High significance,Very Negative,health,Large negative effect,0.0,0,2019-01-14,0,2019-01-24,0,ecbd14cb1f20ff7d541ad71af412bc0e,NDL2,-1
1157,10391581187184846959,2 children mental health complications,Temporary,Ended,11/15/2018,Moderate confidence,Highest significance,Extremely Negative,health,Small negative effect,0.0,0,2018-06-15,0,2018-11-15,0,8c5aee130e0f0263158bbef1e0c22f88,NDL2,-1
1158,9737927597983071452,Husband stroke,Permanent,,,High confidence,Highest significance,Very Negative,health,Small negative effect,0.0,0,2018-05-29,0,,0,3a2e8f4ddb076d7fcee256ae46b1d110,NDL2,-1
1160,12818672595144110745,better health,Temporary,Ended,04/01/2019,High confidence,High significance,Very Positive,health,Medium positive effect,0.0,0,2019-01-01,0,2019-04-01,0,219e1005445c93c9253c2b86aa7aa918,NDL2,1
1161,12489411616709406503,flare up of medical condition,Temporary,Ended,05/01/2019,Moderate confidence,Moderate significance,Somewhat Negative,health,Small negative effect,0.0,0,2019-01-15,0,2019-04-10,4,de86384c7fb6b8003d85c09c2c995c89,NDL2,-1
1162,10729524556661174446,Diagnosed with breast cancer,Temporary,Ongoing,,Highest confidence,Highest significance,Very Negative,health,Small negative effect,0.0,0,2018-12-07,0,,0,cca69b16d2a8041d3c2c9518489b14ad,NDL2,-1
1163,13087083269662434355,Newborn health issue (NICU),Temporary,Ended,10/30/2018,High confidence,Highest significance,Extremely Negative,health,Small negative effect,0.0,0,2018-10-23,0,2018-10-30,0,7596e99bcc6bb94c0a18166e1854c08a,NDL2,-1
1164,12621832000186030302,developed tennis elbow,Temporary,Ongoing,,Moderately low confidence,Moderate significance,Very Negative,health,Small negative effect,0.0,0,2018-06-01,0,,0,362ab945b5047997071b3b467b95554d,U,-1
1165,11353826729494573563,Illness,Temporary,Ongoing,,Highest confidence,Highest significance,Very Negative,health,No effect,0.0,0,2018-11-20,0,,0,157d6c9ce5a8aa0aa5b434a7053acd71,NDL2,-1
1166,12671267457620732731,Imposter syndrome,Temporary,Ended,08/30/2019,Moderate confidence,Highest significance,Very Negative,health,Large negative effect,0.0,0,2018-10-15,0,2019-04-10,4,ad94729bd3b7ff50d165495892cc70aa,U,-1
1167,11618097779974573534,Back pain,Permanent,,,Moderate confidence,Moderately high significance,Somewhat Negative,health,Small negative effect,0.0,0,2019-01-01,0,,0,0c3f1ec6849baa338ec42580c0526980,U,-1
1168,13356023362259446754,physical health improved - increased activity,Permanent,,,Lowest confidence,Moderately high significance,Very Positive,health,No effect,0.0,0,2019-03-10,0,,0,9fed5acb64ae124e9ff9bb95d65a7d52,U,1
1169,11809596323840985209,Lost weight,Permanent,,,Moderate confidence,Moderate significance,Very Positive,health,Medium positive effect,0.0,0,2019-01-02,0,,0,70a8d8452a4fc58cf706663328d54f30,U,1
1171,10658758456456794258,,Permanent,,,Moderately high confidence,Highest significance,Extremely Negative,health,Medium negative effect,0.0,0,2018-09-15,0,,0,b1818a7cdd74b4120e309dfdddbe9a0a,U,-1
1172,13346780717560972831,sick with a cold,Temporary,Ended,10/21/2018,Moderate confidence,Low significance,Somewhat Negative,health,Small negative effect,0.0,0,2018-10-13,0,2018-10-21,0,f1491cc7646ff11956bdcf5f54ab41bb,U,-1
1173,11398131216533925331,lost 20 lbs,Temporary,Ended,06/14/2018,Lowest confidence,Highest significance,Extremely Negative,health,Medium positive effect,0.0,0,2018-05-15,0,2018-06-14,0,868c155c62f6dec4206612e516facaf9,U,-1
1174,9700311708285105703,Small Surgery,Temporary,Ended,08/27/2018,Highest confidence,Moderately high significance,Somewhat Negative,health,Small negative effect,0.0,0,2018-08-27,0,2018-08-27,0,c9380ae7e1528e7fd2c73bd562bdeba1,U,-1
1175,10420261905858753104,Pregnancy,Temporary,Ended,02/20/2019,Highest confidence,Highest significance,Extremely Positive,health,Medium positive effect,0.0,0,2018-06-23,0,2019-02-20,0,e28f0056009d233c69f9c2615cd0cde6,U,1
1176,10905541550751116980,,Temporary,Ended,04/02/2019,Moderately high confidence,High significance,Somewhat Negative,health,Small negative effect,0.0,0,2019-02-15,0,2019-04-02,0,c8491a543a1316083aee480c535bc1a8,U,-1
1178,12862727830529961045,Doris's Funeral,Permanent,,,Highest confidence,Moderately high significance,Very Negative,health,Medium negative effect,0.0,0,2019-02-14,0,,0,82d2a988317fa1966394c800ce9c1aa0,G,-1
1179,11573572853441409020,Toothache,Temporary,Ongoing,,High confidence,Moderately high significance,Somewhat Negative,health,Small negative effect,0.0,0,2018-07-12,0,,0,2e32288a4fd0a4151648167503fc2ccc,G,-1
1181,12051108195006321687,MRSA episode 2,Temporary,Ended,11/30/2018,High confidence,Moderately high significance,Somewhat Negative,health,No effect,0.0,0,2018-10-26,0,2018-11-30,0,f6bf1de408b0d591512fedafcb365e0a,G,-1
1183,9305642065631027990,Wife surgery,Permanent,,,Moderate confidence,Moderate significance,Very Negative,health,Small negative effect,0.0,0,2019-02-11,0,,0,711c78804940188ef4c03ed00e8467dc,G,-1
1184,10890761958120556185,Training for Duathalon,Temporary,Ended,06/15/2019,Moderately high confidence,High significance,Very Positive,health,Small positive effect,0.0,0,2019-03-01,0,2019-04-10,4,e879906bcdcc66ae8ed18d172a00eeea,U,1
1185,13370808519384713343,Surgery and biopsy #2,Temporary,Ended,10/26/2018,Highest confidence,Moderate significance,Somewhat Positive,health,No effect,0.0,0,2018-10-25,0,2018-10-26,0,a3356622e12ecf64550f4f32c848be38,NDL2,1
1186,9737927597983071452,Son's surgery,Temporary,Ongoing,,Highest confidence,Moderately high significance,Somewhat Positive,health,No effect,0.0,0,2019-02-14,0,,0,3a2e8f4ddb076d7fcee256ae46b1d110,NDL2,1
1187,11353826729494573563,Lymphedema,Permanent,,,High confidence,Moderate significance,Somewhat Negative,health,Small negative effect,0.0,0,2019-03-01,0,,0,157d6c9ce5a8aa0aa5b434a7053acd71,NDL2,-1
1188,12671267457620732731,Feeling lethargic or depressed,Temporary,Ongoing,,Moderate confidence,High significance,Very Negative,health,Large negative effect,0.0,0,2018-11-01,5,,0,ad94729bd3b7ff50d165495892cc70aa,U,-1
1191,9700311708285105703,Issues after dentist appointment,Temporary,Ended,01/25/2019,High confidence,Moderate significance,Very Negative,health,Small negative effect,0.0,0,2019-01-10,0,2019-01-25,0,c9380ae7e1528e7fd2c73bd562bdeba1,U,-1
1192,10420261905858753104,Mole removed,Permanent,,,Highest confidence,Low significance,Somewhat Negative,health,No effect,0.0,0,2019-01-25,0,,0,e28f0056009d233c69f9c2615cd0cde6,U,-1
1194,9305642065631027990,Family medical emergency,Temporary,Ended,02/25/2019,High confidence,High significance,Very Negative,health,Small negative effect,0.0,0,2019-02-25,0,2019-02-25,0,711c78804940188ef4c03ed00e8467dc,G,-1
1195,9737927597983071452,Husband surgery,Temporary,Ended,02/14/2019,High confidence,Moderately high significance,Very Positive,health,Small negative effect,0.0,0,2018-08-16,0,2019-02-14,0,3a2e8f4ddb076d7fcee256ae46b1d110,NDL2,1
1197,9305642065631027990,Tooth filling,Permanent,,,High confidence,Moderately low significance,Somewhat Negative,health,Small negative effect,0.0,0,2018-07-11,0,,0,711c78804940188ef4c03ed00e8467dc,G,-1
1198,12862727830529961045,Performance review,Permanent,,,Highest condidence,Moderate significance,Somewhat Negative,work,Small positive effect,0.0,0,2018-12-12,0,,0,82d2a988317fa1966394c800ce9c1aa0,G,-1
1199,10934585165306461939,Year-end Performance reviews,Temporary,Ended,12/20/2018,Moderately low confidence,Low significance,Somewhat Positive,work,No effect,0.0,0,2018-12-20,0,2018-12-20,0,9b4a8cdee73a06c68d3f826a8c3061fc,G,1
1200,13327145282388648229,"Given more responsibilities in my job, which made me realize I don't want to work in this job anymore",Permanent,,,Low confidence,High significance,Very Negative,work,Medium negative effect,2.0,0,2018-06-15,0,,0,2f89cb1b589d34d64e00be00f863e9f4,G,-1
1201,13584461153344596757,Performance Review,Temporary,Ended,12/14/2018,Moderately high confidence,Moderate significance,Somewhat Positive,work,No effect,0.0,0,2018-12-14,0,2018-12-14,0,f78d22fc115c8c293a9ce1c478701542,G,1
1202,13198806055488119683,Annual evaluation,Temporary,Ended,12/15/2019,Highest condidence,Moderately high significance,Very Positive,work,No effect,0.0,0,2018-12-15,8,2018-12-18,2,26bf305c7df784fbfbaf146213f58c11,G,1
1205,9639828297748315944,Yearly Performance Reviews,Temporary,Ended,12/21/2018,Highest condidence,Low significance,Very Positive,work,Small positive effect,0.0,0,2018-09-15,0,2018-12-21,0,2304505f5ae398147b4af57dafb42e6d,G,1
1206,12483672573310513393,End of the Year Review,Temporary,Ended,12/18/2018,Highest condidence,Moderately high significance,Somewhat Positive,work,Small positive effect,0.0,0,2018-12-14,0,2018-12-18,0,3c50c2e2fbdbbd9b4f8e875f8d8e7028,G,1
1207,13237712673831260487,Performance evaluation,Temporary,Ended,11/14/2018,Moderately low confidence,Highest significance,Extremely Positive,work,Large positive effect,0.0,0,2018-11-14,2,2018-11-15,2,a5e5c0d045e77c529736d2f681bf4097,G,1
1208,12451673362964079094,Promotion,Permanent,,,High confidence,Moderate significance,Neither Positive or Negative,work,Small negative effect,1.0,0,2018-10-15,0,,0,1bda0a378f6bbe9bdf2ca3b6fbb84fdc,G,0
1209,13049290067401306327,Performance review,Temporary,Ended,10/05/2018,Moderately high confidence,Moderate significance,Neither Positive or Negative,work,Small negative effect,0.0,0,2018-10-05,0,2018-10-05,0,796af0537fa9ad0beb5fbf639a25d95a,G,0
1211,9351046835178696042,Year end performance review,Temporary,Ended,12/14/2018,Highest condidence,Moderately high significance,Somewhat Positive,work,Medium positive effect,0.0,0,2018-12-14,0,2018-12-14,0,133bd883dd7ee5d0c1b23db3ac2d1bff,G,1
1212,10083189897538910676,Performance Review,Temporary,Ended,12/18/2018,Highest condidence,Moderately low significance,Somewhat Positive,work,Small positive effect,0.0,0,2018-09-28,0,2018-12-18,0,304c7598a77a336b760fce8f20a80d6b,G,1
1213,11573572853441409020,Integration project for company acquisition. Required travel to Italy for 3 weeks,Unsure,,,High confidence,High significance,Neither Positive or Negative,work,Medium positive effect,0.0,0,2018-10-18,5,,0,2e32288a4fd0a4151648167503fc2ccc,G,0
1214,11361053415514373258,Performance reviews,Temporary,Ended,11/12/2018,Moderate confidence,Moderately high significance,Very Negative,work,Medium negative effect,0.0,0,2018-11-12,0,2018-11-12,0,8dfc7d302c8194da317ad7120ef6d46b,G,-1
1215,9285331624459801611,Got a promotion,Permanent,,,Highest condidence,Moderately high significance,Extremely Positive,work,No effect,1.0,0,2019-01-01,0,,0,e7f10123ad371a024c9a21089b0ad8d1,G,1
1216,10018488058394942611,performance review,Temporary,Ended,12/14/2018,Highest condidence,High significance,Neither Positive or Negative,work,Small positive effect,0.0,0,2018-12-14,0,2018-12-14,0,5ef851a1497a8ec738d6e5970bce3245,G,0
1217,11878805916569769612,changed job,Permanent,,,Moderately high confidence,Highest significance,Very Positive,work,Medium positive effect,0.0,0,2018-08-15,0,,0,f3125ae11ca29e7c3e0720615a1f37fa,G,1
1218,11192138298778119922,Performance Review,Temporary,Ended,12/11/2018,Highest condidence,Moderate significance,Somewhat Positive,work,No effect,0.0,0,2018-12-11,0,2018-12-11,0,2d4c20f661a1fcf2dba92d0630a1f5e3,G,1
1220,12712396166316419685,Promotion,Permanent,,,High confidence,High significance,Very Positive,work,Medium positive effect,0.0,0,2018-07-01,0,,0,3e0c6b3af655b2d2a2b9ea30355637b9,G,1
1221,11599053413951536191,New manager,Permanent,,,Moderate confidence,Moderately high significance,Somewhat Negative,work,Medium negative effect,0.0,0,2018-11-15,0,,0,a773ccd778bddbed5b8ff149c2b1e956,G,-1
1222,9447534080137822985,Performance Eval,Permanent,,,Highest condidence,Moderate significance,Very Positive,work,Small positive effect,0.0,0,2018-12-17,0,,0,76c247aca712a52f68fb23d7771aa2ec,G,1
1223,10646554638123930420,Promotion,Permanent,,,Moderately high confidence,Moderate significance,Very Positive,work,Medium positive effect,1.0,0,2019-01-21,0,,0,9afb70a0a7d0c004fa667580405a58fd,G,1
1224,12827701705279351646,No promotion,Temporary,Ended,12/19/2018,Highest condidence,High significance,Extremely Negative,work,Medium negative effect,0.0,0,2018-12-18,0,2018-12-19,0,9789725f4b8c8f1ee96e92c5f716f9ab,G,-1
1226,11001448027740653288,Conflict with coworker,Temporary,Ended,12/15/2018,Moderately low confidence,Moderately high significance,Somewhat Negative,work,Small negative effect,0.0,0,2018-10-15,0,2018-12-15,0,e7d7dc69a7d9b141c6937c28c6ded5ee,G,-1
1227,10480108697108326129,Annual performance review,Temporary,Ended,12/27/2018,Moderately high confidence,Moderate significance,Very Positive,work,Small positive effect,0.0,0,2018-12-27,0,2018-12-27,0,162947e4f422cac81658ea5eca5e7d28,G,1
1229,12051108195006321687,Performance evaluation,Temporary,Ended,12/18/2018,Highest condidence,High significance,Very Positive,work,Medium positive effect,0.0,0,2018-12-18,0,2018-12-18,0,f6bf1de408b0d591512fedafcb365e0a,G,1
1230,10677173615292582436,,Permanent,,,Highest condidence,Moderately high significance,Very Negative,work,Medium negative effect,0.0,0,2018-12-20,0,,0,3d8ecf6947ec9f06bdab913bfa4f9660,G,-1
1231,12051548232024059198,Team Change,Permanent,,,Moderately high confidence,High significance,Very Positive,work,Small positive effect,0.0,0,2019-01-14,0,,0,e50fee4ceb97f0713eedd5f4c8a187b6,G,1
1232,12805159930414759567,Performance reviews,Temporary,Ended,12/18/2018,Moderate confidence,Moderate significance,Neither Positive or Negative,work,Small negative effect,0.0,0,2018-12-15,0,2018-12-18,0,474a2e8ccd8bab9c3a55929608ceeff3,G,0
1233,12117480966359810100,performance review is stressful.,Temporary,Ended,11/10/2018,Moderate confidence,Moderately high significance,Somewhat Negative,work,Medium positive effect,0.0,0,2018-10-31,0,2018-11-10,0,b2b543b176dd7a6d470b0358053d41ed,G,-1
1234,13613220564732891197,performance review,Temporary,Ended,12/19/2018,Highest condidence,Moderately high significance,Very Negative,work,Small negative effect,0.0,0,2018-12-19,0,2018-12-19,0,97cc30e6620f8e766c066d45bf281061,G,-1
1235,11856186090183174550,paternity leave,Temporary,Ended,05/27/2019,Highest condidence,Moderately high significance,Very Positive,work,Large positive effect,0.0,0,2019-04-08,0,2019-04-10,4,1b0e0590af8db4a1a95fc09f785459e7,G,1
1236,10845564795217547067,Job promotion,Permanent,,,Moderate confidence,Moderate significance,Very Positive,work,Small positive effect,0.0,0,2019-01-01,0,,0,0819dfe23f9ce0c352dd93fbe065c3a4,G,1
1237,13323061621464472048,crisis,Temporary,Ended,03/30/2018,Moderately low confidence,Moderately high significance,Somewhat Negative,work,Small negative effect,0.0,0,2018-03-01,0,2018-03-30,0,c8f39db33408c83de9d8affd9004e533,G,-1
1238,9305642065631027990,Large meeting,Temporary,Ended,08/30/2018,High confidence,Low significance,Very Positive,work,Small positive effect,0.0,0,2018-08-30,0,2018-08-30,0,711c78804940188ef4c03ed00e8467dc,G,1
1239,11922520469886563077,job change,Permanent,,,Moderate confidence,Highest significance,Very Positive,work,Medium positive effect,0.0,0,2018-06-01,0,,0,d414c456a92617e8c08e566ab2179cea,G,1
1240,13681160030538241138,Put in Charge of Intern,Temporary,Ended,08/14/2018,High confidence,Moderately high significance,Somewhat Positive,work,Small positive effect,0.0,0,2018-05-21,0,2018-08-14,0,5ef72f3af5a30e142299e604914c6982,G,1
1244,11137069575537738178,Increased workload,Permanent,,,Moderate confidence,Highest significance,Neither Positive or Negative,work,Medium negative effect,0.0,0,2018-02-01,0,,0,a7857b50458054f4c2a3ec726caa7f42,G,0
1245,11680825933191146561,Job change,Permanent,,,Highest condidence,Moderately high significance,Extremely Positive,work,Large positive effect,0.0,0,2018-07-01,0,,0,bdf82cf1c8837312fb13f17c0accb1a4,G,1
