id	crawl_id	snapshot_id_x	date_enrolled	post_id	created_time	Text	life_event_category_1	continuous_events_1	Additional life event note_ 1	life_event_category_2	continuous_events_2	Additional life event note_2	life_event_category_3	final_life_event	sentiment_x	SM_LifeEvent	LifeEventFamily_x	Anticipation_x	Intimacy_x	Scope_x	Comments	sigScore_x	matchId	matchVal_x	sm_sr_x	date_x	recency_x	LifeEventCat_x	Anticipation_y	DupeStatus	EventID	ExcludeCode	Intimacy_y	LifeEventFamily_y	LifeEventFinal	SR_LifeEvent	Scope_y	UpdatedBeginDate	UpdatedBeginDateCode	UpdatedEndDate	UpdatedEndDateCode	alias	cohort	date_confidence	description	end_date	ended_or_ongoing	life_event_type	matchVal_y	permanent_or_temporary	sentiment_y	sigScore_y	significance	snapshot_id_y	valence	work_perf_impact	sm_sr_y	date_y	recency_y	LifeEventCat_y
738469	5002	11125231038957490896	2018-04-18 0:00:00	10156396118926155_10157192225516155	2019-01-30 23:03:19	Sending HUGS up to Heaven!  Miss you Mama  Darlene Caminiti Nagle				DeathInFamily	FamilyDeath			DeathInFamily	1	DeathInFamily	Personal	Unanticipated	2.0	2.0	Tragic event, but also common to mention on social media	0.0206252014179826	306	1.0	1	2019-01-30 23:03:19	569.0393634259259	DeathInFamily	Unanticipated	0.0	1275	0	2	Work	Promoted	promotion	3	2019-02-01	0		0	e18d81e2b7eb8cb7989d073e457747b7	U	Highest condidence	promotion			work	0.0	Permanent	1	-1	Moderately low significance	11125231038957490896	Extremely Positive	Small negative effect	0	2019-02-01	568.0	Promoted
737105	4994	13491403714608340181	2018-05-21 0:00:00	2009756379054667_2074816035882034	2018-08-23 23:47:13	Tiffany’s work Baby Shower!				IncreasedSocialActivity				IncreasedSocialActivity	0	IncreasedSocialActivity	Personal	Anticipated	1.0	2.0		0.00837898807605543	311	1.0	1	2018-08-23 23:47:13	729.0088773148149	IncreasedSocialActivity	Unanticipated	0.0	315	0	3	Financial	MiscFinancialChange	Tax Season	3	2018-09-01	0	2018-10-15	0	6d1e53626a9e2987d5992304ca24b156	D	High confidence	Tax Season	10/15/2018	Ended	work	0.0	Temporary	-1	2	High significance	13491403714608340181	Somewhat Negative	Medium negative effect	0	2018-09-01	721.0	MiscFinancialChange
516373	4349	12599419164858189527	2018-04-24 0:00:00	10213898191464097_10214696580903334	2018-06-07 04:20:25	TMI alert!. Background: A week ago, I had sinus surgery. Due to the splints and other silicone scaffolding holding me together, I’m not supposed to blow my nose. At. All. However, I can use nasal rinse as much as my little heart desires. . What’s so TMI? Well, every time I use the nasal rinse, my sinuses give birth to jellyfish in a disturbing range of colors. Vibrant!. Why yes, I’m on prescription painkillers.	HealthGain			Injury	HealthProblem			Injury	1	Injury	Health	Unanticipated	2.0	3.0		0.13309700290041895	312	1.0	1	2018-06-07 04:20:25	806.8191550925926	Injury	Unanticipated	0.0	1418	0	3	Work	PerformanceReview	performance review	3	2018-05-31	0		0	e05b1183bca3aa2bd0964b87b7fa70f4	NDL2	Low confidence	performance review			work	1.0	Permanent	-1	0	Moderate significance	12599419164858189527	Somewhat Negative	No effect	0	2018-05-31	814.0	PerformanceReview
761978	5126	9814759411577815257	2018-03-01 0:00:00	10211430497377734_10211495844131362	2018-03-10 17:53:11	Cinnamon rolls. From scratch after 3 hours of work.  Chad William DeVoe says they are like cinnabon				IncreasedSocialActivity				IncreasedSocialActivity	0	IncreasedSocialActivity	Personal	Anticipated	1.0	2.0		0.031582339671285854	313	1.0	1	2018-03-10 17:53:11	895.2547337962963	IncreasedSocialActivity	Anticipated	0.0	525	0	2	Personal	Vacation	vacation	2	2018-03-17	0	2018-03-25	0	f64245ff021d2dd12ff87f1e7b7ae3eb	G	High confidence	vacation	03/25/2018	Ended	personal	1.0	Temporary	1	1	Moderately high significance	9814759411577815257	Somewhat Positive	No effect	0	2018-03-17	889.0	Vacation
540160	4409	9737927597983071452	2018-05-16 0:00:00	10216154843447796_10216828823656880	2018-08-15 12:02:04	First day of school! 8th grade, 6th grade, and 2nd grade! Not pictured- Mom dancing in the parking lot as she leaves them at school 😂				ChangedSchool				ChangedSchool	0	ChangedSchool	School	Anticipated	1.0	2.0		0.042539477924589106	314	1.0	1	2018-08-15 12:02:04	737.4985648148148	ChangedSchool	Anticipated	0.0	1195	0	2	Health	Surgery	Husband surgery	3	2018-08-16	0	2019-02-14	0	3a2e8f4ddb076d7fcee256ae46b1d110	NDL2	High confidence	Husband surgery	02/14/2019	Ended	health	1.0	Temporary	1	1	Moderately high significance	9737927597983071452	Very Positive	Small negative effect	0	2018-08-16	737.0	Surgery
727243	4976	10628342999142943455	2018-03-20 0:00:00	10155596590997893_10155891106552893	2018-07-28 22:00:08	Having fun celebrating this beautiful couple #yeswayjose				IncreasedSocialActivity	SocialEvents			IncreasedSocialActivity	1	IncreasedSocialActivity	Personal	Anticipated	1.0	2.0		0.017724782468578795	315	1.0	1	2018-07-28 22:00:08	755.0832407407407	IncreasedSocialActivity	Unanticipated	0.0	1400	0	3	Work	GotBonus	bonus	3	2018-08-01	0	2018-08-01	0	0f134292c8029ccc40dfa5d111ca5922	NDL2	Moderate confidence	bonus	08/01/2018	Ended	work	0.0	Temporary	1	-1	Moderately low significance	10628342999142943455	Somewhat Positive	Small positive effect	0	2018-08-01	752.0	GotBonus
727304	4976	10628342999142943455	2018-03-20 0:00:00	10155596590997893_10155771331557893	2018-06-04 02:45:56	Had the joy and privilege of seeing my niece Sydney dance as Aurora in the ballet Sleeping Beauty today...also got to spend time with some people dear to my heart.				MoreLessFamilyMeetups				MoreLessFamilyMeetups	1	MoreLessFamilyMeetups	Personal	Anticipated	1.0	2.0		0.05220754108926845	321	1.0	1	2018-06-04 02:45:56	809.8847685185185	MoreLessFamilyMeetups	Anticipated	0.0	657	0	2	Personal	Vacation	vacation	2	2018-06-02	0	2018-06-11	0	0f134292c8029ccc40dfa5d111ca5922	NDL2	Highest confidence	vacation	06/11/2018	Ended	personal	0.0	Temporary	1	-2	Low significance	10628342999142943455	Very Positive	Small negative effect	0	2018-06-02	812.0	Vacation
752024	5105	10058591480503807731	2018-04-25 0:00:00	10155770384186519_10156163396396519	2018-07-10 22:56:15	On the deck with Sweet Pea.  She’s returned from T-Town.  Yay for us😎				MoreLessFamilyMeetups				MoreLessFamilyMeetups	1	MoreLessFamilyMeetups	Personal	Anticipated	1.0	2.0		0.02191427650660651	322	1.0	1	2018-07-10 22:56:15	773.0442708333334	MoreLessFamilyMeetups	Unanticipated	0.0	682	0	2	Personal	DeathInFamily	death	2	2018-07-01	0		0	c3e4676442a465b37343402e79aa6294	NDL2	Highest confidence	death			personal	0.0	Permanent	-1	3	Highest significance	10058591480503807731	Extremely Negative	Medium negative effect	0	2018-07-01	783.0	DeathInFamily
752296	5105	10058591480503807731	2018-04-25 0:00:00	10155770384186519_10155991115756519	2018-05-02 15:20:42	SBN -> ATL -> BHM. See you soon, Sweet Pea😘				MoreLessFamilyMeetups				MoreLessFamilyMeetups	1	MoreLessFamilyMeetups	Personal	Anticipated	1.0	2.0		0.01353528843055108	325	1.0	1	2018-05-02 15:20:42	842.360625	MoreLessFamilyMeetups	Unanticipated	0.0	1425	0	3	Work	PerformanceReview	reviews	3	2018-05-01	0		0	c3e4676442a465b37343402e79aa6294	NDL2	Moderately high confidence	reviews			work	1.0	Permanent	1	0	Moderate significance	10058591480503807731	Very Positive	Medium positive effect	0	2018-05-01	844.0	PerformanceReview
715941	4927	12840161237957324034	2018-03-02 0:00:00	10104742351706131_10105308934664341	2018-10-19 20:54:38	The best part of my morning today was getting a surprise video call from my birth 3rd sister & her family in South Korea ....the next best part of my day is that the weekend of celebrations now being for our 2nd wedding anniversary! :)				PositiveRelationship	FamilyEvents			PositiveRelationship	1	PositiveRelationship	Personal	Unanticipated	2.0	2.0		0.07541089268449887	331	1.0	1	2018-10-19 20:54:38	672.1287268518519	PositiveRelationship	Unanticipated	0.0	1273	0	2	Work	PositiveJobSwitch	Change job	3	2018-10-26	0		0	781a61072848221d8cf88141ebdbe597	G	High confidence	Change job			work	0.0	Permanent	1	3	Highest significance	12840161237957324034	Extremely Positive	Large positive effect	0	2018-10-26	666.0	PositiveJobSwitch
762070	5127	11283787223007258371	2018-05-07 0:00:00	10160392873840437_10161269753375437	2018-12-22 03:05:29	Vacation time!				Vacation	VacationEvents			Vacation	0	Vacation	Personal	Anticipated	2.0	2.0		0.004189494038027715	334	1.0	1	2018-12-22 03:05:29	608.8711921296297	Vacation	Unanticipated	0.0	1384	0	3	Work	BossTrouble	Boss thought i was constantly lying	3	2018-12-14	0	2019-01-05	0	b930b5fb122d220c5afab9d90ae2b846	U	Moderately high confidence	Boss thought i was constantly lying	01/05/2019	Ended	work	0.0	Temporary	-1	1	Moderately high significance	11283787223007258371	Somewhat Negative	Small negative effect	0	2018-12-14	617.0	BossTrouble
762142	5127	11283787223007258371	2018-05-07 0:00:00	10160392873840437_10160800549555437	2018-08-17 21:24:06	Vacation mode on! Last stop: Karachi 😎	Vacation			Vacation	VacationEvents			Vacation	1	Vacation	Personal	Anticipated	2.0	2.0		0.011923944569771189	337	1.0	1	2018-08-17 21:24:06	735.1082638888889	Vacation	Unanticipated	0.0	641	0	3	Personal	BreakUp	Broke up with boyfriend	2	2018-05-02	0	2018-08-23	0	b930b5fb122d220c5afab9d90ae2b846	U	High confidence	Broke up with boyfriend	08/23/2018	Ended	personal	0.0	Temporary	-1	3	Highest significance	11283787223007258371	Extremely Negative	Small negative effect	0	2018-05-02	843.0	BreakUp
706310	4851	10816233753882825481	2018-04-18 0:00:00	10155565622584053_10156126300739053	2019-01-11 13:26:06	Best date night with my husband! Love you to the moon and back Robert  #hefisheswithme	PositiveRelationship							PositiveRelationship	1	PositiveRelationship	Personal	Unanticipated	2.0	2.0		0.027392845633258136	338	1.0	1	2019-01-11 13:26:06	588.4402083333333	PositiveRelationship	Anticipated	0.0	542	0	2	Personal	Vacation	Vacation	2	2018-12-21	0	2019-01-06	0	cca6ea308a2fc76a07b2ac979d14ed75	U	Highest confidence	Vacation	01/06/2019	Ended	personal	0.0	Temporary	-1	1	Moderately high significance	10816233753882825481	Somewhat Negative	Small negative effect	0	2018-12-21	610.0	Vacation
706375	4851	10816233753882825481	2018-04-18 0:00:00	10155565622584053_10155897894339053	2018-09-22 13:16:38	Going back to Good Shepherd, hoping for some good news today. Aaron spent the night with a chest tube and machine installed to help his collapsed lung get back up where it should be.				Injury				Injury	1	Injury	Health	Unanticipated	2.0	3.0		0.058330647760232036	339	1.0	1	2018-09-22 13:16:38	699.4467824074075	Injury	Unanticipated	0.0	1026	0	2	Health	HealthLoss	Son had collapsed lung	3	2018-09-21	0	2018-09-21	1	cca6ea308a2fc76a07b2ac979d14ed75	U	Highest confidence	Son had collapsed lung		Ended	personal	0.0	Temporary	-1	1	Moderately high significance	10816233753882825481	Somewhat Negative	Medium negative effect	0	2018-09-21	701.0	HealthLoss
706395	4851	10816233753882825481	2018-04-18 0:00:00	10155565622584053_10155858506364053	2018-09-04 13:24:06	Brianna's first day of school 💕				BackToSchool	StartSchoolEvents			BackToSchool	1	BackToSchool	School	Anticipated	1.0	2.0		0.009668063164679342	341	1.0	1	2018-09-04 13:24:06	717.4415972222222	BackToSchool	Unanticipated	0.0	987	0	3	Work	WorkLoss	Quit Boy Scout Committee Chair Position	3	2018-08-27	0		0	cca6ea308a2fc76a07b2ac979d14ed75	U	Highest confidence	Quit Boy Scout Committee Chair Position			personal	0.0	Permanent	-1	2	High significance	10816233753882825481	Somewhat Negative	Medium positive effect	0	2018-08-27	726.0	WorkLoss
569813	4517	9547248024793501451	2018-05-01 0:00:00	10108621322692060_10108734100294840	2018-06-04 16:18:25	This is the life. #weareinhawaii #gotmauied @drewbert222		VacationEvent		Vacation	VacationEvents			Vacation	0	Vacation	Personal	Anticipated	2.0	2.0		0.017724782468578795	352	1.0	1	2018-06-04 16:18:25	809.3205439814815	Vacation	Anticipated	0.0	877	0	2	Personal	Vacation	Vacation/ honeymoon	2	2018-06-04	0	2018-06-14	0	af0c5d1109a7583349bb8f227dca822c	U	Highest confidence	Vacation/ honeymoon	06/14/2018	Ended	personal	1.0	Temporary	1	0	Moderate significance	9547248024793501451	Extremely Positive	Small positive effect	0	2018-06-04	810.0	Vacation
708453	4881	9639828297748315944	2018-02-26 0:00:00	1771141302937537_1978424705542528	2018-08-13 01:22:55	It was a long day getting Meghan moved to Manhattan (Kansas State) today. She starts practicing with the marching band this week and starts her first year of Computer Engineering next week. I am so proud of everything she has accomplished so far and can't wait to see what she is able to do over the next 4 years.	PersonMovedOut			PersonMovedOut				PersonMovedOut	0	PersonMovedOut	Personal	Anticipated	2.0	2.0		0.10054785691266516	353	1.0	1	2018-08-13 01:22:55	739.9424189814815	PersonMovedOut	Anticipated	0.0	457	0	1	School	FinishedSchool	Child's Graduation	2	2018-05-12	0	2018-08-12	0	2304505f5ae398147b4af57dafb42e6d	G	Highest confidence	Child's Graduation	08/12/2018	Ended	personal	1.0	Temporary	1	2	High significance	9639828297748315944	Somewhat Positive	Small negative effect	0	2018-05-12	833.0	FinishedSchool
714797	4914	11601288366741799203	2018-03-29 0:00:00	809655209217836_982710501912305	2018-12-23 19:56:04	We’re so happy to have Morgan and Elizabeth home now! Thank you so much for your prayers!				HealthGain		immediate family had health issue & just returned home. More related to health gain than family meetup.		HealthGain	1	HealthGain	Health	Anticipated	2.0	3.0		0.02835965194972607	354	1.0	1	2018-12-23 19:56:04	607.1693981481482	HealthGain	Anticipated	2.0	1059	0	2	Health	HealthTreatment	Travel for medical specialist care	3	2018-12-18	0	2018-12-20	0	9bba5d098a1e8a5e5b1d9a74073941db	NDL2	Highest confidence	Travel for medical specialist care	12/20/2018	Ended	personal	0.0	Temporary	1	0	Moderate significance	11601288366741799203	Somewhat Positive	No effect	0	2018-12-18	613.0	HealthTreatment
714818	4914	11601288366741799203	2018-03-29 0:00:00	809655209217836_952317304951625	2018-11-03 21:09:08	The post-Disney World project is coming along nicely.				NewHobby	HobbyEvents			NewHobby	1	NewHobby	Personal	Anticipated	1.0	3.0		0.01675797615211086	356	1.0	1	2018-11-03 21:09:08	657.1186574074075	NewHobby	Anticipated	2.0	1009	0	2	Personal	Trip	Make-A-Wish trip	2	2018-10-22	0	2018-10-29	0	9bba5d098a1e8a5e5b1d9a74073941db	NDL2	Highest confidence	Make-A-Wish trip	10/29/2018	Ended	personal	1.0	Temporary	1	3	Highest significance	11601288366741799203	Extremely Positive	Small positive effect	0	2018-10-22	670.0	Trip
647389	4731	10378176119532491055	2018-06-15 0:00:00	10100664960166699_10100764565771269	2018-11-24 00:47:46	First fire at the new house!				PositiveMove				PositiveMove	0	PositiveMove	Personal	Anticipated	2.0	2.0		0.008701256848211408	359	1.0	1	2018-11-24 00:47:46	636.9668287037038	PositiveMove	Unanticipated	0.0	868	0	2	Personal	DeathInFamily	Wife's cousin funeral	2	2018-11-15	0		0	40870ddefc8fd6f51bbbbf594e72770d	NDL2	Highest confidence	Wife's cousin funeral			personal	0.0	Permanent	-1	1	Moderately high significance	10378176119532491055	Extremely Negative	Small negative effect	0	2018-11-15	646.0	DeathInFamily
647389	4731	10378176119532491055	2018-06-15 0:00:00	10100664960166699_10100764565771269	2018-11-24 00:47:46	First fire at the new house!				PositiveMove				PositiveMove	0	PositiveMove	Personal	Anticipated	2.0	2.0		0.008701256848211408	359	1.0	1	2018-11-24 00:47:46	636.9668287037038	PositiveMove	Unanticipated	0.0	868	0	2	Personal	DeathInFamily	Wife's cousin funeral	2	2018-11-15	0		0	40870ddefc8fd6f51bbbbf594e72770d	NDL2	Highest confidence	Wife's cousin funeral			personal	0.0	Permanent	-1	1	Moderately high significance	10378176119532491055	Extremely Negative	Small negative effect	0	2018-11-15	646.0	DeathInFamily
647420	4731	10378176119532491055	2018-06-15 0:00:00	10100664960166699_10100747917394749	2018-10-12 21:24:38	Every year I’m reminded of the best decision I’ve ever made, to marry Beth Nowlin Smith. Happy Anniversary sweetheart. Thank you so much for the Sigma Pi bottle of Gentleman Jack!	PositiveRelationship			PositiveRelationship				PositiveRelationship	1	PositiveRelationship	Personal	Unanticipated	2.0	2.0		0.0573638414437641	361	1.0	1	2018-10-12 21:24:38	679.1078935185185	PositiveRelationship	Anticipated	0.0	706	0	2	Personal	Pregnant	Pregnant	3	2018-10-20	0		0	40870ddefc8fd6f51bbbbf594e72770d	NDL2	Highest confidence	Pregnant			personal	0.0	Permanent	1	3	Highest significance	10378176119532491055	Extremely Positive	Small positive effect	0	2018-10-20	672.0	Pregnant
778265	5165	12676581714475000627	2018-03-27 0:00:00	10100246966444707_10100311119256957	2018-11-02 14:45:50	When some of the best people in the world surprise you on your last day. These gals will always hold a special place in my heart. #yolocrew #nd #artsandlettersdeansoffice  @ University of Notre Dame				BreakFromWork	PositiveWorkEvents			BreakFromWork	1	BreakFromWork	Work	Anticipated	2.0	3.0		0.06348694811472769	363	1.0	1	2018-11-02 14:45:50	658.3848379629629	BreakFromWork	Unanticipated	1.0	937	0	3	Personal	BreakUp	Broke up with friends	2	2018-11-08	0		0	89a0a3b2ff03217193a7ce78ec2bd29d	NDL2	Highest confidence	Broke up with friends			personal	0.0	Permanent	-1	2	High significance	12676581714475000627	Very Negative	Medium negative effect	0	2018-11-08	653.0	BreakUp
588857	4581	10218374518126117174	2018-05-07 0:00:00	10156425769031214_10156854565046214	2018-11-04 21:30:26	Last stop in Boston! Best pizza in US according to TripAdvisor!				Vacation		different vacation		Vacation	1	Vacation	Personal	Anticipated	2.0	2.0		0.019980663873670642	364	1.0	1	2018-11-04 21:30:26	656.1038657407407	Vacation	Anticipated	0.0	329	0	3	Work	QuarterEnd	Q3 End	3	2018-10-15	0	2018-11-10	0	b5ca1b466bcfb6af09e37cecc301cab5	D	Highest condidence	Q3 End	11/10/2018	Ended	work	0.0	Temporary	-1	1	Moderately high significance	10218374518126117174	Somewhat Negative	Small negative effect	0	2018-10-15	677.0	QuarterEnd
604789	4665	10751444191368504640	2018-04-09 0:00:00	10213088062288644_10214871802401032	2018-12-12 13:45:56	Hard to believe this little guy is 2 months old! He has brought so much joy into our lives! Grandma loves you Linkin!				FirstChild	NewBabyEvents			FirstChild	1	FirstChild	Personal	Anticipated	2.0	2.0		0.037383177570093455	370	1.0	1	2018-12-12 13:45:56	618.4264351851851	FirstChild	Unanticipated	0.0	1281	0	3	Work	PerformanceReview	Preformance review	3	2018-12-19	0	2018-12-19	0	3d702067aeee36ab60566d0e88eea754	U	Lowest confidence	Preformance review	12/19/2018	Ended	work	0.0	Temporary	1	2	High significance	10751444191368504640	Somewhat Positive	Small negative effect	0	2018-12-19	612.0	PerformanceReview
605722	4665	10751444191368504640	2018-04-09 0:00:00	10213088062288644_10214390750095025	2018-10-04 00:10:06	Surgery went well. At home resting!				HealthGain				HealthGain	1	HealthGain	Health	Anticipated	2.0	3.0		0.010957138253303255	378	1.0	1	2018-10-04 00:10:06	687.9929861111111	HealthGain	Anticipated	0.0	778	0	2	Personal	ChildBirth	birth of grandchild	2	2018-10-13	0		0	3d702067aeee36ab60566d0e88eea754	U	Highest confidence	birth of grandchild			personal	0.0	Permanent	1	3	Highest significance	10751444191368504640	Extremely Positive	Small negative effect	0	2018-10-13	679.0	ChildBirth
606231	4665	10751444191368504640	2018-04-09 0:00:00	10213088062288644_10213253429262715	2018-05-10 02:47:20	So this week has sucked and half of next week will too! Sprained foot on Sunday and no alcohol was involved! So 10 days no gym and trying to balance food without having any physical activity allowed. This has been much more difficult than I thought. I have had more calories daily than I typically do and it just making me depressed.... Restart starts 5/16!	Injury			Injury	HealthProblem			Injury	0	Injury	Health	Unanticipated	2.0	3.0		0.1147276828875282	381	1.0	1	2018-05-10 02:47:20	834.8837962962963	Injury	Anticipated	0.0	537	0	2	Personal	Engaged	Engagement	2	2018-05-19	0		0	3d702067aeee36ab60566d0e88eea754	U	Highest confidence	Engagement			personal	0.0	Permanent	1	3	Highest significance	10751444191368504640	Extremely Positive	Medium positive effect	0	2018-05-19	826.0	Engaged
707513	4857	12971652107468080963	2018-04-24 0:00:00	877260009112189_967809240057265	2018-08-26 18:51:10	Boulder High School: Class of 2022. . Go Panthers!. Can you believe it, Adam is a freshmen in High School!!				ChangedSchool	StartSchoolEvents			ChangedSchool	0	ChangedSchool	School	Anticipated	1.0	2.0		0.034160489848533676	384	1.0	1	2018-08-26 18:51:10	726.2144675925925	ChangedSchool	Anticipated	0.0	964	0	2	Financial	SoldHouse	sold our house in KS	2	2018-08-24	0		0	76c150c5456b5c5374ba0937b601211a	U	Highest confidence	sold our house in KS			personal	0.0	Permanent	1	2	High significance	12971652107468080963	Very Positive	Medium positive effect	0	2018-08-24	729.0	SoldHouse
597298	4633	13538724873795897684	2018-05-29 0:00:00	10102646434506044_10102660503361944	2018-07-25 20:44:09	Charleston never fails me. So thankful for a weekend spent with friends and for getting to meet my new goddaughter and see my godson. Note to self: go to Charleston more often. @ Charleston, South Carolina	IncreasedSocialActivity			Vacation		Became godparent		Vacation	1	Vacation	Personal	Anticipated	2.0	2.0		0.06574282951981952	385	1.0	1	2018-07-25 20:44:09	758.1360069444445	Vacation	Unanticipated	0.0	636	0	2	Personal	NoInjuryAccident	Car crash	2	2018-07-23	0	2018-07-24	0	49b144daf29229beafb633acc0f6da01	U	High confidence	Car crash	07/24/2018	Ended	personal	1.0	Temporary	-1	0	Moderate significance	13538724873795897684	Very Negative	Medium negative effect	0	2018-07-23	761.0	NoInjuryAccident
569493	4514	9947909773924817241	2018-04-27 0:00:00	10211870706624963_10212616706234487	2018-06-13 18:10:26	They took momma to the Critical Care Unit at 2 a.m. this morning. She isn't doing very well at this point. Unable to keep her blood pressure steady. Cancer won this battle and her body is giving up. Doctor's say she won't make it through the day. We are making sure she is very comfortable and in no more pain. Lots of tears but happy she is able to go home with her parents soon. God will be getting another angel. We love you so much Teresa Stark. You have put up one hell of a fight and we are so proud of you.	DeathInFamily			DeathInFamily	FamilyDeath	Doctor says mother is about to pass (same day)		DeathInFamily	1	DeathInFamily	Personal	Unanticipated	2.0	2.0	Tragic event, but also common to mention on social media	0.1650016113438608	389	1.0	1	2018-06-13 18:10:26	800.2427546296296	DeathInFamily	Unanticipated	0.0	563	0	1	Personal	MiscEvent	personal	3	2018-06-19	0		0	846d7075433ae73615849fdcc34afcc1	U	High confidence	personal			personal	0.0	Unsure	-1	2	High significance	9947909773924817241	Very Negative	Small negative effect	0	2018-06-19	795.0	MiscEvent
712444	4902	9298245001503765339	2018-03-02 0:00:00	10215421030417303_10217984152813761	2018-12-14 03:46:28	Sara Lilley Clark is home and the surgery went fine. She is in some pain and a bit nausious, but otherwise is doing fine.				Injury				Injury	1	Injury	Health	Unanticipated	2.0	3.0		0.03867225265871737	390	1.0	1	2018-12-14 03:46:28	616.8427314814815	Injury	Unanticipated	0.0	1505	0	3	Work	PerformanceReview	Performance Review	3	2018-12-18	5	2018-12-18	0	641ea7a1fe78dfa961e862b4c030c060	G	Lowest confidence	Performance Review	12/18/2018	Ended	work	0.0	Temporary	-1	2	High significance	9298245001503765339	Very Negative	Medium negative effect	0	2018-12-18	613.0	PerformanceReview
711880	4899	13365725616069982555	2018-02-28 0:00:00	10210891709269253_10213238049046281	2019-02-11 22:55:25	So this just happened in Houston on our layover. Yum!!! #whataburger #doublewhataburger #yummo #rundbergers #endoffamilyvacation  #besttripever #qualityfamilytime #leepartyoftwelve				Vacation				Vacation	0	Vacation	Personal	Anticipated	2.0	2.0		0.05768611021592008	391	1.0	1	2019-02-11 22:55:25	557.0448495370371	Vacation	Unanticipated	0.0	1124	0	2	Health	HealthLoss	New Diagnosis	3	2019-02-14	0		0	bbcba0f52a8e60ad9d431e55a9c6c360	G	Moderate confidence	New Diagnosis			health	0.0	Permanent	0	2	High significance	13365725616069982555	Neither Positive or Negative	No effect	0	2019-02-14	555.0	HealthLoss
758363	5112	12827701705279351646	2018-02-21 0:00:00	10210883112769630_10212172161075032	2018-09-24 00:54:22	Kansas City Bike MS was the most fun I’ve had in a long time! Sharing some of my pics for my old and new riding friends.. Shannon Johnston thanks for being my Saturday ride wingman, for being a great workout partner, and for signing up with me! I wouldn’t drag myself out of bed so early for the workouts if it weren’t for you. . Amy Nicholson thanks for being my Sunday ride wingman! Misery loves company, and I had a blast laughing with you about our inability to do anything with our legs after 70 cumulative miles.. Kellie Swanson and Jacob Gies it was great meeting you guys, and I hope we get to do more lunchtime rides before it gets too cold!. Brian C. Dolan my favorite part was riding with you at De Soto, seeing the peloton rush by, and turning to you and saying “I’m gonna do it!!” and going balls out for a few miles at around a 22mph pace with the big boys! Great fun riding on Saturday and taking pics along the way.. Kelly Maguire Simeon for letting me play all day Saturday and Sunday while you keep the kid shuttling going and the fort intact. 😘 . And to my family and friends who donated to my cause (you know who you are), your generosity warms my heart, THANK YOU!!!. #bikems				IncreasedSocialActivity				IncreasedSocialActivity	1	IncreasedSocialActivity	Personal	Anticipated	1.0	2.0		0.38511118272639383	392	1.0	1	2018-09-24 00:54:22	697.9622453703704	IncreasedSocialActivity	Anticipated	0.0	476	0	1	Local	SportsEvent	Trained for long bike event	1	2018-07-01	0	2018-09-23	0	9789725f4b8c8f1ee96e92c5f716f9ab	G	Moderately high  confidence	Trained for long bike event	09/23/2018	Ended	personal	1.0	Temporary	1	0	Moderate significance	12827701705279351646	Very Positive	No effect	0	2018-07-01	783.0	SportsEvent
63865	776	13146988918954476898	2018-01-24 0:00:00	10160028023085445_10160030616440445	2018-02-08 13:43:15	Another year, another birthday with this special human! You drive me crazy in more ways than one, but I wouldn’t give it up for anything. Thank you for always being you, no matter what anyone says or how many people tell you you’re wrong. Your passion is what defines you! Here’s to us making this year the best yet! Love you Marco ❤️	PositiveRelationship		birthday of so	PositiveRelationship				PositiveRelationship	1	PositiveRelationship	Personal	Unanticipated	2.0	2.0		0.10731550112794071	394	1.0	1	2018-02-08 13:43:15	925.4282986111111	PositiveRelationship	Unanticipated		1930	0	2	Health	HealthLoss	Anxiety	3	2018-02-01	0		0	9f4609c6cbede9c31b37077a43aa73de	KLA	High confidence	Anxiety			health	1.0	Permanent	-1	1	Moderately high significance	13146988918954476898	Somewhat Negative		0	2018-02-01	933.0	HealthLoss
740421	5006	13181116832082595174	2018-06-08 0:00:00	10156547471577232_10156587564357232	2018-08-19 20:44:59	We just left Michael at college and I am so happy and excited for him but will miss him so much!   As we drove away and transitioned to a new stage in our lives, I had to remind myself to not be sad for the transition but that this is what it’s all about, and that I always love the stage we’re in the best!  . This isn’t the end, just another beginning.	PersonMovedOut			PersonMovedOut				PersonMovedOut	1	PersonMovedOut	Personal	Anticipated	2.0	2.0		0.11376087657106027	395	1.0	1	2018-08-19 20:44:59	733.1354282407408	PersonMovedOut	Anticipated	0.0	92	0	2	Personal	PersonMovedOut	Son went to college	2	2018-08-21	0		0	6cc5be11a28a9ea349451ba52c90298b	D	Highest confidence	Son went to college			personal	0.0	Permanent	1	2	High significance	13181116832082595174	Somewhat Positive	Small negative effect	0	2018-08-21	732.0	PersonMovedOut
646884	4728	9381952670851740549	2018-04-18 0:00:00	10159861812160276_10160850201760276	2018-11-18 15:49:40	Packing day!  We pack the moving truck today but closing was delayed till Tuesday so it will sit for an extra day before we actually move in.  It will give us an extra day to clean and pack anything that doesn’t fit into the truck.				PositiveMove	MoveEvents			PositiveMove	0	PositiveMove	Personal	Anticipated	2.0	2.0		0.07412181759587495	400	1.0	1	2018-11-18 15:49:40	642.3405092592593	PositiveMove	Anticipated	0.0	1678	0	2	Personal	BuildHome	Purchased new house	2	2018-11-26	0		0	4dbd01841a26630790cda0b3e00c1dc2	G	Highest confidence	Purchased new house		Ongoing	financial	0.0	Temporary	1	2	High significance	9381952670851740549	Somewhat Positive	Small negative effect	0	2018-11-26	635.0	BuildHome
