status,valence,recency,LifeEventFamily,Anticipation,Intimacy,Scope,age,gender,shipley_vocab,shipley_abs,openness,conscientiousness,extraversion,agreeableness,neuroticism,pos_affect,neg_affect,stai_trait,psqi,education_level,anxiety
Ongoing,1,804,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.0
Ongoing,1,792,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.333
Ongoing,1,785,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.6
Ongoing,0,782,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.5
Ongoing,1,782,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.5
Ongoing,0,781,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.5
Ongoing,0,738,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,1,737,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,0,737,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,0,734,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,1,734,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,0,734,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,0,797,Personal,Anticipated,1,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.333
Ongoing,1,788,Personal,Anticipated,1,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.6
Ongoing,0,736,Local,Unanticipated,1,1,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,0,796,Local,Anticipated,1,1,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.333
Ongoing,0,798,Local,Anticipated,1,1,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.333
Ongoing,1,798,Local,Anticipated,1,1,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.333
Ongoing,1,796,Local,Anticipated,1,1,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.333
Ongoing,0,796,Local,Anticipated,1,1,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.333
ended,1,767,Personal,Unanticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.25
Ongoing,1,808,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.0
Ongoing,0,804,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.0
Ongoing,0,785,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.6
Ongoing,0,784,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.6
Ongoing,1,782,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.5
Ongoing,0,751,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.167
Ongoing,0,806,Personal,Unanticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.0
Ongoing,0,790,Health,Unanticipated,2,3,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.333
Ongoing,1,790,Health,Unanticipated,2,3,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.333
Ongoing,0,782,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.5
Ongoing,0,736,Personal,Anticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,0,812,Personal,Unanticipated,3,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,0,812,Personal,Unanticipated,3,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,0,734,Personal,Anticipated,1,3,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,2.0
Ongoing,0,786,Personal,Unanticipated,2,2,47.0,Male,37.0,21.0,3.25,2.916666667,3.416666667,4.75,2.75,35.0,23.0,44.0,10.0,Graduate Degree,1.6
Ongoing,1,818,Personal,Anticipated,2,2,39.0,Male,38.0,21.0,4.75,4.33333333333333,3.1666666666666696,3.1666666666666696,3.3333333333333304,33.0,20.0,55.0,6.0,College Degree,1.857
Ongoing,1,783,Personal,Anticipated,2,2,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral Degree,1.571
Ongoing,1,780,Personal,Anticipated,2,2,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral Degree,1.0
Ongoing,0,804,Personal,Anticipated,1,2,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral Degree,1.8330000000000002
Ongoing,0,750,Local,Unanticipated,1,1,33.0,Female,23.0,13.0,4.166666667,3.75,3.833333333,3.083333333,4.0,37.0,23.0,45.0,7.0,Doctoral Degree,1.3330000000000002
ended,1,816,Personal,Anticipated,2,2,35.0,Male,37.0,15.0,4.0,4.0,2.75,4.33333333333333,3.3333333333333304,26.0,23.0,43.0,6.0,College Degree,1.286
Ongoing,1,837,Personal,Anticipated,2,2,35.0,Male,37.0,15.0,4.0,4.0,2.75,4.33333333333333,3.3333333333333304,26.0,23.0,43.0,6.0,College Degree,1.429
Ongoing,0,838,Local,Anticipated,1,1,35.0,Male,37.0,15.0,4.0,4.0,2.75,4.33333333333333,3.3333333333333304,26.0,23.0,43.0,6.0,College Degree,1.429
Ongoing,0,837,Local,Anticipated,1,1,35.0,Male,37.0,15.0,4.0,4.0,2.75,4.33333333333333,3.3333333333333304,26.0,23.0,43.0,6.0,College Degree,1.429
ended,0,813,Health,Anticipated,2,3,35.0,Male,37.0,15.0,4.0,4.0,2.75,4.33333333333333,3.3333333333333304,26.0,23.0,43.0,6.0,College Degree,1.286
Ongoing,1,795,Personal,Anticipated,2,2,34.0,Male,37.0,18.0,4.5,4.0,3.0,4.25,2.0,34.0,14.0,33.0,4.0,Graduate Degree,1.4
Ongoing,1,795,Personal,Anticipated,2,2,34.0,Male,37.0,18.0,4.5,4.0,3.0,4.25,2.0,34.0,14.0,33.0,4.0,Graduate Degree,1.4
Ongoing,0,837,Local,Anticipated,1,1,34.0,Male,37.0,18.0,4.5,4.0,3.0,4.25,2.0,34.0,14.0,33.0,4.0,Graduate Degree,1.143
ended,1,808,Local,Anticipated,1,1,34.0,Male,37.0,18.0,4.5,4.0,3.0,4.25,2.0,34.0,14.0,33.0,4.0,Graduate Degree,1.0
Ongoing,1,796,Personal,Unanticipated,2,2,34.0,Male,37.0,18.0,4.5,4.0,3.0,4.25,2.0,34.0,14.0,33.0,4.0,Graduate Degree,1.4
Ongoing,0,769,Personal,Anticipated,2,2,27.0,Male,27.0,13.0,4.25,3.083333333,4.25,3.25,2.333333333,42.0,17.0,35.0,8.0,Graduate Degree,3.0
Ongoing,1,805,Personal,Anticipated,1,2,27.0,Male,27.0,13.0,4.25,3.083333333,4.25,3.25,2.333333333,42.0,17.0,35.0,8.0,Graduate Degree,2.8
Ongoing,0,859,Personal,Anticipated,2,2,25.0,Male,32.0,19.0,3.5,3.833333333,4.0,3.0,1.4166666669999999,39.0,19.0,29.0,5.0,Graduate Degree,2.286
ended,1,855,Personal,Anticipated,2,2,25.0,Male,32.0,19.0,3.5,3.833333333,4.0,3.0,1.4166666669999999,39.0,19.0,29.0,5.0,Graduate Degree,2.286
ended,0,852,Personal,Anticipated,2,2,25.0,Male,32.0,19.0,3.5,3.833333333,4.0,3.0,1.4166666669999999,39.0,19.0,29.0,5.0,Graduate Degree,1.8330000000000002
Ongoing,1,819,Personal,Anticipated,2,2,25.0,Male,32.0,19.0,3.5,3.833333333,4.0,3.0,1.4166666669999999,39.0,19.0,29.0,5.0,Graduate Degree,1.714
ended,1,815,Personal,Anticipated,2,2,25.0,Male,32.0,19.0,3.5,3.833333333,4.0,3.0,1.4166666669999999,39.0,19.0,29.0,5.0,Graduate Degree,2.0
Ongoing,0,811,Local,Unanticipated,1,1,25.0,Male,32.0,19.0,3.5,3.833333333,4.0,3.0,1.4166666669999999,39.0,19.0,29.0,5.0,Graduate Degree,2.0
ended,1,838,Personal,Unanticipated,2,2,25.0,Male,32.0,19.0,3.5,3.833333333,4.0,3.0,1.4166666669999999,39.0,19.0,29.0,5.0,Graduate Degree,2.167
Ongoing,1,775,Personal,Anticipated,2,2,38.0,Female,33.0,17.0,4.25,4.333333333,3.916666667,4.416666667,2.5,35.0,18.0,43.0,9.0,Graduate Degree,1.571
Ongoing,0,773,Personal,Anticipated,2,2,38.0,Female,33.0,17.0,4.25,4.333333333,3.916666667,4.416666667,2.5,35.0,18.0,43.0,9.0,Graduate Degree,1.571
Ongoing,0,763,Personal,Anticipated,2,2,38.0,Female,33.0,17.0,4.25,4.333333333,3.916666667,4.416666667,2.5,35.0,18.0,43.0,9.0,Graduate Degree,1.6669999999999998
Ongoing,1,766,Personal,Anticipated,2,2,38.0,Female,33.0,17.0,4.25,4.333333333,3.916666667,4.416666667,2.5,35.0,18.0,43.0,9.0,Graduate Degree,1.6669999999999998
Ongoing,1,730,Personal,Anticipated,2,2,38.0,Female,33.0,17.0,4.25,4.333333333,3.916666667,4.416666667,2.5,35.0,18.0,43.0,9.0,Graduate Degree,3.0
Ongoing,1,745,School,Anticipated,1,2,38.0,Female,33.0,17.0,4.25,4.333333333,3.916666667,4.416666667,2.5,35.0,18.0,43.0,9.0,Graduate Degree,2.5
Ongoing,1,741,Personal,Anticipated,2,2,46.0,Female,33.0,19.0,4.083333333,3.416666667,3.916666667,4.666666667,1.5,46.0,13.0,31.0,9.0,Graduate Degree,1.0
ended,1,742,Personal,Anticipated,2,2,46.0,Female,33.0,19.0,4.083333333,3.416666667,3.916666667,4.666666667,1.5,46.0,13.0,31.0,9.0,Graduate Degree,1.0
Ongoing,0,742,Personal,Anticipated,2,2,46.0,Female,33.0,19.0,4.083333333,3.416666667,3.916666667,4.666666667,1.5,46.0,13.0,31.0,9.0,Graduate Degree,1.0
Ongoing,1,742,Personal,Anticipated,1,3,46.0,Female,33.0,19.0,4.083333333,3.416666667,3.916666667,4.666666667,1.5,46.0,13.0,31.0,9.0,Graduate Degree,1.0
Ongoing,0,721,Personal,Anticipated,1,2,25.0,Female,34.0,20.0,4.416666667,4.25,3.916666667,3.5,3.5,36.0,19.0,43.0,7.0,College Degree,1.5
Ongoing,0,731,Personal,Anticipated,1,3,25.0,Female,34.0,20.0,4.416666667,4.25,3.916666667,3.5,3.5,36.0,19.0,43.0,7.0,College Degree,1.4
Ongoing,0,785,Personal,Anticipated,2,2,53.0,Female,35.0,15.0,4.33333333333333,3.75,2.8333333333333304,4.16666666666667,2.0833333333333304,20.0,11.0,36.0,12.0,College Degree,1.143
Ongoing,0,783,Personal,Anticipated,2,2,53.0,Female,35.0,15.0,4.33333333333333,3.75,2.8333333333333304,4.16666666666667,2.0833333333333304,20.0,11.0,36.0,12.0,College Degree,1.143
Ongoing,0,747,Personal,Anticipated,2,2,53.0,Female,35.0,15.0,4.33333333333333,3.75,2.8333333333333304,4.16666666666667,2.0833333333333304,20.0,11.0,36.0,12.0,College Degree,1.143
ended,1,810,Personal,Anticipated,2,2,27.0,Male,34.0,21.0,4.25,3.75,3.583333333,3.75,1.6666666669999999,39.0,15.0,34.0,6.0,College Degree,1.0
ended,1,895,Local,Anticipated,1,1,32.0,Male,23.0,11.0,3.583333333,3.833333333,3.666666667,4.0,2.166666667,36.0,17.0,40.0,8.0,College Degree,1.0
Ongoing,1,883,Personal,Unanticipated,2,2,32.0,Male,23.0,11.0,3.583333333,3.833333333,3.666666667,4.0,2.166666667,36.0,17.0,40.0,8.0,College Degree,1.0
Ongoing,1,835,Work,Anticipated,1,1,42.0,Female,26.0,15.0,3.5,3.583333333,4.166666667,4.833333333,2.333333333,39.0,12.0,39.0,7.0,College Degree,1.714
Ongoing,0,854,Health,Anticipated,2,3,42.0,Female,26.0,15.0,3.5,3.583333333,4.166666667,4.833333333,2.333333333,39.0,12.0,39.0,7.0,College Degree,2.0
Ongoing,1,843,Health,Anticipated,2,3,42.0,Female,26.0,15.0,3.5,3.583333333,4.166666667,4.833333333,2.333333333,39.0,12.0,39.0,7.0,College Degree,1.286
Ongoing,1,831,Health,Anticipated,2,3,42.0,Female,26.0,15.0,3.5,3.583333333,4.166666667,4.833333333,2.333333333,39.0,12.0,39.0,7.0,College Degree,1.286
Ongoing,1,824,Personal,Unanticipated,2,2,42.0,Female,26.0,15.0,3.5,3.583333333,4.166666667,4.833333333,2.333333333,39.0,12.0,39.0,7.0,College Degree,1.167
Ongoing,0,835,Health,Unanticipated,2,3,42.0,Female,26.0,15.0,3.5,3.583333333,4.166666667,4.833333333,2.333333333,39.0,12.0,39.0,7.0,College Degree,1.714
Ongoing,0,810,Personal,Anticipated,1,3,42.0,Female,26.0,15.0,3.5,3.583333333,4.166666667,4.833333333,2.333333333,39.0,12.0,39.0,7.0,College Degree,1.25
Ongoing,0,808,Personal,Anticipated,1,3,42.0,Female,26.0,15.0,3.5,3.583333333,4.166666667,4.833333333,2.333333333,39.0,12.0,39.0,7.0,College Degree,1.25
Ongoing,-1,825,Personal,Unanticipated,3,3,42.0,Female,26.0,15.0,3.5,3.583333333,4.166666667,4.833333333,2.333333333,39.0,12.0,39.0,7.0,College Degree,1.286
Ongoing,1,850,Local,Anticipated,1,1,25.0,Male,33.0,20.0,3.833333333,2.916666667,1.6666666669999999,3.666666667,3.666666667,20.0,35.0,52.0,6.0,College Degree,2.1430000000000002
Ongoing,1,807,Health,Unanticipated,2,3,36.0,Female,37.0,17.0,4.0,3.3333333333333304,3.0,4.5,3.5833333333333304,25.0,18.0,52.0,16.0,Graduate Degree,2.571
Ongoing,0,741,Personal,Anticipated,2,2,28.0,Male,32.0,14.0,4.833333333,4.416666667,4.5,2.833333333,3.583333333,40.0,37.0,65.0,5.0,Graduate Degree,3.6
Ongoing,0,760,Personal,Anticipated,2,2,28.0,Male,32.0,14.0,4.833333333,4.416666667,4.5,2.833333333,3.583333333,40.0,37.0,65.0,5.0,Graduate Degree,3.714
Ongoing,1,764,Personal,Unanticipated,2,2,28.0,Male,32.0,14.0,4.833333333,4.416666667,4.5,2.833333333,3.583333333,40.0,37.0,65.0,5.0,Graduate Degree,2.2
ended,1,897,Personal,Anticipated,2,2,51.0,Female,36.0,17.0,4.333333333,4.416666667,4.25,4.583333333,1.0,39.0,10.0,21.0,5.0,College Degree,1.143
Ongoing,1,768,Personal,Anticipated,2,2,41.0,Female,37.0,14.0,4.75,2.916666667,3.583333333,4.416666667,1.8333333330000001,40.0,23.0,38.0,6.0,College Degree,2.0
Ongoing,0,761,Work,Anticipated,1,1,41.0,Female,37.0,14.0,4.75,2.916666667,3.583333333,4.416666667,1.8333333330000001,40.0,23.0,38.0,6.0,College Degree,2.0
Ongoing,1,709,Personal,Anticipated,1,3,41.0,Female,37.0,14.0,4.75,2.916666667,3.583333333,4.416666667,1.8333333330000001,40.0,23.0,38.0,6.0,College Degree,1.5
Ongoing,0,832,Personal,Anticipated,1,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,826,Personal,Anticipated,1,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.5
Ongoing,1,819,Personal,Anticipated,1,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,1,819,Personal,Anticipated,1,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
ended,1,817,Personal,Anticipated,1,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
Ongoing,0,791,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.3330000000000002
Ongoing,0,789,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,783,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,780,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.5
Ongoing,1,800,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.6669999999999998
Ongoing,0,862,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
Ongoing,0,831,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.5
Ongoing,0,823,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,805,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,801,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.6669999999999998
Ongoing,0,796,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.3330000000000002
Ongoing,0,793,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.3330000000000002
Ongoing,0,787,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,786,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,786,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,799,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.6669999999999998
Ongoing,0,783,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,854,Health,Anticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.6669999999999998
Ongoing,0,854,Health,Anticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.6669999999999998
Ongoing,1,777,Health,Anticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.5
Ongoing,1,860,Health,Anticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
Ongoing,1,859,Health,Anticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.6669999999999998
Ongoing,1,860,Health,Anticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
Ongoing,1,777,Health,Anticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.5
Ongoing,1,782,Financial,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.5
ended,1,861,Personal,Anticipated,1,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
ended,1,804,Personal,Unanticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
ended,0,791,Personal,Unanticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.3330000000000002
Ongoing,0,817,Personal,Anticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
Ongoing,0,856,Financial,Unanticipated,3,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.6669999999999998
Ongoing,0,813,School,Anticipated,1,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
ended,0,813,School,Anticipated,1,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
Ongoing,1,787,School,Anticipated,1,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,852,Personal,Anticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,2.0
Ongoing,0,854,Work,Anticipated,1,1,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.6669999999999998
Ongoing,1,805,Financial,Unanticipated,3,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,800,Financial,Unanticipated,3,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.6669999999999998
Ongoing,0,777,Financial,Unanticipated,3,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.5
Ongoing,0,808,Personal,Unanticipated,2,2,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,851,Health,Unanticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,2.0
Ongoing,0,819,Health,Unanticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,818,Health,Unanticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.0
Ongoing,0,817,Health,Unanticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
Ongoing,-1,815,Health,Unanticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
Ongoing,0,815,Health,Unanticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
Ongoing,1,814,Health,Unanticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
Ongoing,0,860,Health,Unanticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
Ongoing,0,860,Health,Unanticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,3.0
Ongoing,0,859,Health,Unanticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.6669999999999998
Ongoing,1,848,Health,Unanticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,2.0
Ongoing,1,795,Health,Unanticipated,2,3,28.0,Female,38.0,11.0,4.333333333,3.5,2.75,4.25,3.166666667,26.0,19.0,50.0,14.0,College Degree,1.3330000000000002
